,block_id,previous_solution,timeout,solver_time_in_sec,outcome,initial_n_instrs,model_found,shown_optimal,initial_length,saved_length,checker,reason,solution_found,optimized_n_instrs,optimized_length
601,greatereqthan.wasm_function_14_block_0_24,i64.const[32] i64.shr_u i64.add local.set[local_index(3)] local.get[local_index(2)] i64.const[4294967295] i64.and local.get[local_index(9)] local.get[local_index(9)] i64.mul i64.add local.set[local_index(2)] local.get[local_index(3)] local.get[local_index(2)] i64.const[32] i64.shr_u i64.add local.set[local_index(3)] local.get[local_index(2)] i64.const[4294967295],10,138.34,non_optimal,20,True,False,20,1,True,,i64.const_1 i64.shr_u_1 i64.add_1 GET1 i64.const_0 i64.and_0 local.get_0 local.get_0 i64.mul_0 i64.add_0 TEE1 TEE1 i64.const_1 i64.shr_u_0 i64.add_2 TEE2 SET2 GET1 i64.const_0,19.0,19.0
602,montgomery2edwards.wasm_function_12_block_0_2,"i64.store32[2,8] local.get[local_index(0)] i64.load32_u[2,12] local.get[local_index(1)] i64.load32_u[2,12] i64.sub local.get[local_index(3)] i64.const[32] i64.shr_s i64.add local.set[local_index(3)] local.get[local_index(2)] local.get[local_index(3)] i64.const[4294967295] i64.and i64.store32[2,12] local.get[local_index(0)] i64.load32_u[2,16] local.get[local_index(1)] i64.load32_u[2,16]",10,101.45,optimal,20,True,True,20,0,True,,i64.store32_0 local.get_0 local.get_2 i64.const_0 GET1 i64.const_1 i64.shr_s_0 local.get_0 i64.load32_u_2 local.get_1 i64.load32_u_4 i64.sub_0 i64.add_0 TEE1 TEE1 i64.and_0 i64.store32_15 i64.load32_u_17 local.get_1 i64.load32_u_19,20.0,20.0
603,escalarmulw4table.wasm_function_10_block_9,"local.get[local_index(0)] i64.load[3,16] local.get[local_index(1)] i64.load[3,16] i64.gt_u",10,0.45,optimal,5,True,True,5,0,True,,local.get_0 i64.load_1 local.get_1 i64.load_3 i64.gt_u_0,5.0,5.0
604,montgomery2edwards.wasm_function_8_block_11,i32.const[0],10,0.26,optimal,1,True,True,1,0,True,,i32.const_0,1.0,1.0
605,babyadd_tester.wasm_function_10_block_1,i32.const[0],10,0.3,optimal,1,True,True,1,0,True,,i32.const_0,1.0,1.0
606,montgomery2edwards.wasm_function_13_block_0_43,"i64.store32[2,40] local.get[local_index(4)] i64.const[32] i64.shr_u local.set[local_index(3)] local.get[local_index(4)] i64.const[4294967295] i64.and local.get[local_index(13)] local.get[local_index(20)] i64.mul i64.add local.set[local_index(4)] local.get[local_index(3)] local.get[local_index(4)] i64.const[32] i64.shr_u i64.add local.set[local_index(3)] local.get[local_index(4)]",10,181.37,no_model,20,False,False,20,0,True,,,,
607,escalarmulw4table_test.wasm_function_9_block_16,i32.const[1],10,0.23,optimal,1,True,True,1,0,True,,i32.const_0,1.0,1.0
608,escalarmulw4table.wasm_function_14_block_0_13,i64.add local.set[local_index(2)] local.get[local_index(3)] local.get[local_index(2)] i64.const[32] i64.shr_u i64.add local.set[local_index(3)] local.get[local_index(2)] i64.const[4294967295] i64.and local.get[local_index(7)] local.get[local_index(9)] i64.mul i64.add local.set[local_index(2)] local.get[local_index(3)] local.get[local_index(2)] i64.const[32] i64.shr_u,10,181.6,no_model,20,False,False,20,0,True,,,,
609,lessthan.wasm_function_13_block_0_12,"i64.add local.set[local_index(4)] local.get[local_index(3)] i64.const[4294967295] i64.and local.get[local_index(0)] i64.load32_u[2,16] local.tee[local_index(13)] local.get[local_index(6)] i64.mul i64.add local.set[local_index(3)] local.get[local_index(4)] local.get[local_index(3)] i64.const[32] i64.shr_u i64.add local.set[local_index(4)] local.get[local_index(2)] local.get[local_index(3)]",10,181.37,no_model,20,False,False,20,0,True,,,,
610,escalarmulw4table.wasm_function_11_block_0_0,"local.get[local_index(0)] i64.load32_u[2,0] local.get[local_index(1)] i64.load32_u[2,0] i64.add local.set[local_index(3)] local.get[local_index(2)] local.get[local_index(3)] i64.store32[2,0] local.get[local_index(0)] i64.load32_u[2,4] local.get[local_index(1)] i64.load32_u[2,4] i64.add local.get[local_index(3)] i64.const[32] i64.shr_u i64.add local.set[local_index(3)] local.get[local_index(2)]",10,35.58,optimal,20,True,True,20,0,True,,local.get_2 local.get_0 i64.load32_u_1 local.get_1 i64.load32_u_3 i64.add_0 TEE1 i64.store32_8 local.get_2 local.get_0 i64.load32_u_10 local.get_1 i64.load32_u_12 i64.add_1 GET1 i64.const_0 i64.shr_u_0 TEE1 i64.add_2 SET1,20.0,20.0
611,sum_test.wasm_function_13_block_0_45,local.set[local_index(4)] local.get[local_index(3)] local.get[local_index(4)] i64.const[32] i64.shr_u i64.add local.set[local_index(3)] local.get[local_index(4)] i64.const[4294967295] i64.and local.get[local_index(19)] local.get[local_index(14)] i64.mul i64.add local.set[local_index(4)] local.get[local_index(3)] local.get[local_index(4)] i64.const[32] i64.shr_u i64.add,10,181.49,no_model,20,False,False,20,0,True,,,,
612,sum_test.wasm_function_14_block_0_13,i64.add local.set[local_index(2)] local.get[local_index(3)] local.get[local_index(2)] i64.const[32] i64.shr_u i64.add local.set[local_index(3)] local.get[local_index(2)] i64.const[4294967295] i64.and local.get[local_index(7)] local.get[local_index(9)] i64.mul i64.add local.set[local_index(2)] local.get[local_index(3)] local.get[local_index(2)] i64.const[32] i64.shr_u,10,154.44,non_optimal,20,True,False,20,0,True,,i64.add_0 TEE1 i64.const_0 i64.shr_u_1 GET2 i64.add_2 TEE2 TEE2 GET1 i64.const_1 i64.and_0 local.get_1 local.get_0 i64.mul_0 i64.add_1 TEE1 SET1 GET1 i64.const_0 i64.shr_u_0,20.0,20.0
613,sum_test.wasm_function_13_block_0_3,"local.get[local_index(3)] i64.const[32] i64.shr_u local.set[local_index(4)] local.get[local_index(3)] i64.const[4294967295] i64.and local.get[local_index(5)] local.get[local_index(1)] i64.load32_u[2,8] local.tee[local_index(10)] i64.mul i64.add local.set[local_index(3)] local.get[local_index(4)] local.get[local_index(3)] i64.const[32] i64.shr_u i64.add local.set[local_index(4)]",10,97.53,non_optimal,20,True,False,20,0,True,,GET1 local.get_0 i64.load32_u_9 TEE3 TEE3 local.get_1 i64.mul_0 i64.const_0 GET1 i64.and_0 i64.add_0 TEE1 SET1 i64.const_1 i64.shr_u_1 GET1 i64.const_1 i64.shr_u_0 i64.add_1 SET2,20.0,20.0
614,babyadd_tester.wasm_function_14_block_0_27,i64.shr_u i64.add local.set[local_index(3)] local.get[local_index(2)] i64.const[4294967295] i64.and local.get[local_index(7)] local.get[local_index(12)] i64.mul i64.add local.set[local_index(2)] local.get[local_index(3)] local.get[local_index(2)] i64.const[32] i64.shr_u i64.add local.set[local_index(3)] local.get[local_index(2)] i64.const[4294967295] i64.and,10,182.34,no_model,20,False,False,20,0,True,,,,
615,lesseqthan.wasm_function_6_block_1,"local.get[local_index(0)] i64.load[3,16] i64.eqz",10,0.29,optimal,3,True,True,3,0,True,,local.get_0 i64.load_1 i64.eqz_0,3.0,3.0
616,lessthan.wasm_function_13_block_0_0,"local.get[local_index(3)] i64.const[4294967295] i64.and local.get[local_index(0)] i64.load32_u[2,0] local.tee[local_index(5)] local.get[local_index(1)] i64.load32_u[2,0] local.tee[local_index(6)] i64.mul i64.add local.set[local_index(3)] local.get[local_index(4)] local.get[local_index(3)] i64.const[32] i64.shr_u i64.add local.set[local_index(4)] local.get[local_index(2)] local.get[local_index(3)]",10,183.66,no_model,20,False,False,20,0,True,,,,
617,sum_test.wasm_function_13_block_0_38,local.set[local_index(4)] local.get[local_index(3)] local.get[local_index(4)] i64.const[32] i64.shr_u i64.add local.set[local_index(3)] local.get[local_index(4)] i64.const[4294967295] i64.and local.get[local_index(19)] local.get[local_index(10)] i64.mul i64.add local.set[local_index(4)] local.get[local_index(3)] local.get[local_index(4)] i64.const[32] i64.shr_u i64.add,10,169.81,non_optimal,20,True,False,20,0,True,,TEE2 local.get_0 local.get_1 i64.mul_0 GET2 i64.const_1 i64.and_0 i64.add_0 TEE2 SET2 i64.const_0 i64.shr_u_1 GET1 i64.add_1 TEE1 TEE1 GET2 i64.const_0 i64.shr_u_0 i64.add_2,20.0,20.0
618,escalarmulw4table.wasm_function_6_block_13,i32.const[0],10,0.2,optimal,1,True,True,1,0,True,,i32.const_0,1.0,1.0
619,greatereqthan.wasm_function_6_block_0,"local.get[local_index(0)] i64.load[3,24] i64.eqz",10,0.32,optimal,3,True,True,3,0,True,,local.get_0 i64.load_1 i64.eqz_0,3.0,3.0
620,lesseqthan.wasm_function_13_block_0_1,"i64.store32[2,0] local.get[local_index(4)] i64.const[32] i64.shr_u local.set[local_index(3)] local.get[local_index(4)] i64.const[4294967295] i64.and local.get[local_index(5)] local.get[local_index(1)] i64.load32_u[2,4] local.tee[local_index(8)] i64.mul i64.add local.set[local_index(4)] local.get[local_index(3)] local.get[local_index(4)] i64.const[32] i64.shr_u i64.add",10,182.43,no_model,20,False,False,20,0,True,,,,
621,escalarmulw4table.wasm_function_13_block_0_33,i64.add local.set[local_index(4)] local.get[local_index(3)] i64.const[4294967295] i64.and local.get[local_index(17)] local.get[local_index(10)] i64.mul i64.add local.set[local_index(3)] local.get[local_index(4)] local.get[local_index(3)] i64.const[32] i64.shr_u i64.add local.set[local_index(4)] local.get[local_index(3)] i64.const[4294967295] i64.and local.get[local_index(19)],10,125.99,non_optimal,20,True,False,20,1,True,,i64.add_1 local.get_0 local.get_1 i64.mul_0 i64.const_0 GET1 i64.and_0 i64.add_0 TEE1 TEE1 i64.const_1 i64.shr_u_0 i64.add_2 TEE2 SET2 i64.const_0 GET1 i64.and_1 local.get_2,19.0,19.0
