,block_id,previous_solution,timeout,model_found,shown_optimal,outcome,solver_time_in_sec,initial_n_instrs,initial_estimated_size,initial_estimated_gas,initial_length,saved_length,saved_size,saved_gas,solution_found,optimized_n_instrs,optimized_length,optimized_estimated_size,optimized_estimated_gas,checker,reason
76,EthPriceMintModule_run_code_of_0_block_57_2_input,ISZERO DUP1 ISZERO PUSH [tag] 81,10,True,True,model,0.2,4,6,12,4,0,0,0,ISZERO DUP1 ISZERO PUSH [tag] 81,4.0,4.0,6.0,12.0,True,
77,EthPriceMintModule_run_code_of_0_block_137_0_input,PUSH0 DUP1,10,True,True,model,0.15,2,2,5,2,0,0,0,PUSH0 DUP1,2.0,2.0,2.0,5.0,True,
78,EthPriceMintModule_run_code_of_0_block_54_0_input,PUSH 1 PUSH 1 PUSH a0 SHL SUB DUP5 AND PUSH0 SWAP1 DUP2 MSTORE PUSH 2 PUSH 20 MSTORE PUSH 40 SWAP1 KECCAK256 SLOAD PUSH [tag] 75 SWAP1 DUP5 SWAP1 PUSH [tag] 76,10,False,False,unsat,3.3,23,33,2192,23,0,0,0,,,,,,True,
79,EthPriceMintModule_run_code_of_0_block_93_0_input,PUSH 60 PUSH [tag] 138 DUP5 DUP5 PUSH0 DUP6 PUSH [tag] 139,10,True,True,model,0.46,7,12,20,7,0,0,0,PUSH 60 PUSH [tag] 138 DUP5 DUP5 PUSH0 DUP6 PUSH [tag] 139,7.0,7.0,12.0,20.0,True,
80,EthPriceMintModule_run_code_of_0_block_132_0_input,PUSH 20 DUP1 DUP3 MSTORE PUSH 22 SWAP1 DUP3 ADD MSTORE PUSH 546f6b656e5265636f76657261626c653a2043616c6c6572206e6f742061646d PUSH 40 DUP3 ADD MSTORE PUSH 34b7 PUSH f1 SHL PUSH 60 DUP3 ADD MSTORE PUSH 80 ADD SWAP1,10,False,False,unsat,4.16,24,64,72,24,0,0,0,,,,,,True,
81,EthPriceMintModule_run_code_of_0_block_118_0_input,PUSH 1 PUSH 1 PUSH a0 SHL SUB DUP2 AND DUP2 EQ PUSH [tag] 109,10,True,True,model,0.8,10,15,30,10,0,1,0,PUSH 1 DUP1 PUSH a0 SHL SUB DUP2 AND DUP2 EQ PUSH [tag] 109,10.0,10.0,14.0,30.0,True,
82,EthPriceMintModule_run_code_of_0_block_141_0_input,DUP2 MLOAD DUP1 ISZERO ISZERO DUP2 EQ PUSH [tag] 135,10,True,True,model,0.66,8,10,24,8,0,0,0,DUP2 MLOAD DUP1 ISZERO ISZERO DUP2 EQ PUSH [tag] 135,8.0,8.0,10.0,24.0,True,
83,EthPriceMintModule_run_code_of_0_block_43_0_input,PUSH 40 MLOAD PUSH 461bcd PUSH e5 SHL DUP2 MSTORE PUSH 4 ADD PUSH [tag] 12 SWAP1 PUSH [tag] 48,10,False,False,unsat,1.02,12,22,36,12,0,0,0,,,,,,True,
84,EthPriceMintModule_run_code_of_0_block_16_0_input,CALLVALUE DUP1 ISZERO PUSH [tag] 19,10,True,True,model,0.18,4,6,11,4,0,0,0,CALLVALUE DUP1 ISZERO PUSH [tag] 19,4.0,4.0,6.0,11.0,True,
85,EthPriceMintModule_run_code_of_0_block_56_0_input,PUSH 40 MLOAD PUSH 461bcd PUSH e5 SHL DUP2 MSTORE PUSH 20 PUSH 4 DUP3 ADD MSTORE PUSH 39 PUSH 24 DUP3 ADD MSTORE PUSH 45746850726963654d696e744d6f64756c653a204d7573742073656e64204554 PUSH 44 DUP3 ADD MSTORE PUSH 482076616c756520657175616c20746f20657468507269636500000000000000 PUSH 64 DUP3 ADD MSTORE PUSH 84 ADD PUSH [tag] 12,10,False,False,unsat,9.67,30,108,90,30,0,0,0,,,,,,True,
