,Unnamed: 0,block_id,previous_solution,timeout,model_found,shown_optimal,outcome,solver_time_in_sec,initial_n_instrs,initial_estimated_size,initial_estimated_gas,initial_length,saved_length,saved_size,saved_gas,solution_found,optimized_n_instrs,optimized_length,optimized_estimated_size,optimized_estimated_gas,checker,reason,category,real_savings
7095,7095,0x1d29Bafa88E83a6D8F757DbFAf8BAf7be8fE08Bf_LoveVote_run_code_of_0_block_192_0_input,PUSH0 SWAP2 DUP3 MSTORE PUSH 20 SWAP1 SWAP2 KECCAK256 PUSH 7 SWAP1 SWAP2 MUL ADD PUSH 3 DUP2 ADD SLOAD SWAP1 SWAP2 POP PUSH ff AND PUSH [tag] 267,10,TRUE,FALSE,model,103.52,23,29,2193,23,0,0,2,PUSH0 PUSH [tag] 267 SWAP2 PUSH 7 DUP5 DUP4 MSTORE MUL PUSH 20 DUP3 KECCAK256 ADD SWAP4 PUSH 3 DUP6 ADD SLOAD PUSH ff AND SWAP4 POP POP POP,23,23,29,2191,TRUE,,config3_5_size,0
7097,7097,0x7d657Cf5Eb3d26658eC85de8Bf8b5E4d8D40F87C_DONOTBUY_run_code_of_0_block_70_0_input,CALLVALUE DUP1 ISZERO PUSH [tag] 78,10,TRUE,TRUE,model,0.14,4,6,11,4,0,0,1,CALLVALUE CALLVALUE ISZERO PUSH [tag] 78,4,4,6,10,TRUE,,config3_5_size,0
7101,7101,0x8C3c25474530DF10046f7cDc197571F353F5AcA0_CUPMinter_run_code_of_0_block_293_3_input,SWAP1 MLOAD PUSH 175b7a638427703f0dbe7bb9bbf987a2551717b34e79f33b5b1008d1fa01dba DUP3 ADD DUP1 SLOAD SWAP2 ISZERO ISZERO PUSH ff NOT SWAP1 SWAP3 AND SWAP2 SWAP1 SWAP2 OR SWAP1,10,TRUE,TRUE,model,65.42,20,53,2157,20,5,5,15,SWAP1 MLOAD ISZERO DUP2 PUSH 175b7a638427703f0dbe7bb9bbf987a2551717b34e79f33b5b1008d1fa01dba ADD SWAP1 ISZERO DUP2 SLOAD PUSH ff NOT AND OR SWAP1,15,15,48,2142,TRUE,,config3_5_size,5
7103,7103,0x62AB956D616C25d7887e685Cf3299fBa8505e34b_SeriumInvesting_run_code_of_0_block_323_0_input,SWAP1 POP DUP4 DUP2 LT ISZERO PUSH [tag] 323,10,TRUE,TRUE,model,0.28,7,9,20,7,0,0,0,SWAP1 POP DUP4 DUP2 LT ISZERO PUSH [tag] 323,7,7,9,20,TRUE,,config3_5_size,0
7104,7104,0x32E6C34Cd57087aBBD59B5A4AECC4cB495924356_ERC20_run_code_of_0_block_66_1_input,PUSH 72657373 PUSH e0 SHL PUSH 64 DUP3 ADD,10,TRUE,TRUE,model,0.21,6,12,18,6,0,0,0,PUSH 72657373 PUSH e0 SHL PUSH 64 DUP3 ADD,6,6,12,18,TRUE,,config3_5_size,0
7107,7107,0x7d657Cf5Eb3d26658eC85de8Bf8b5E4d8D40F87C_DONOTBUY_run_code_of_0_block_148_0_input,PUSH 40 MLOAD PUSH 461bcd PUSH e5 SHL DUP2 MSTORE PUSH 4 ADD PUSH [tag] 153 SWAP1 PUSH [tag] 160,10,TRUE,TRUE,model,1.95,12,22,36,12,1,1,3,PUSH [tag] 153 PUSH 40 MLOAD PUSH 461bcd PUSH e5 SHL DUP2 MSTORE PUSH 4 ADD PUSH [tag] 160,11,11,21,33,TRUE,,config3_5_size,1
7109,7109,0x8CFeA40E059Eb393f49C103EA56C80bF8D2CA20a_GoldFarmFaaS_run_code_of_0_block_436_0_input,PUSH 1 PUSH 1 PUSH a0 SHL SUB DUP3 AND PUSH0 SWAP1 DUP2 MSTORE PUSH 17 PUSH 20 SWAP1 DUP2 MSTORE PUSH 40 DUP1 DUP4 KECCAK256 SWAP4 SWAP1 SWAP4,10,TRUE,FALSE,model,30.67,23,29,95,23,2,2,6,PUSH0 PUSH 20 DUP4 SWAP3 PUSH 1 PUSH a0 SHL PUSH 1 SWAP1 SUB PUSH 40 SWAP5 AND DUP4 MSTORE PUSH 17 DUP3 MSTORE DUP4 DUP4 KECCAK256,21,21,27,89,TRUE,,config3_5_size,2
7112,7112,0x6488216d7aeC6AB3DbE55437704ab7731541a38a_SamuraiFinance_run_code_of_0_block_22_0_input,DUP1 PUSH 313ce567 GT PUSH [tag] 31,10,TRUE,TRUE,model,0.14,4,10,12,4,0,0,0,DUP1 PUSH 313ce567 GT PUSH [tag] 31,4,4,10,12,TRUE,,config3_5_size,0
7113,7113,0x5552F868dB969c2e2cB90680257236f25CbEBb4F_Ownable_run_code_of_0_block_30_0_input,PUSH 40 MLOAD PUSH 461bcd PUSH e5 SHL DUP2 MSTORE PUSH 20 PUSH 4 DUP3 ADD MSTORE PUSH 23 PUSH 24 DUP3 ADD MSTORE PUSH 596f7520646f6e27742068617665207065726d697373696f6e20746f20756e6c PUSH 44 DUP3 ADD,10,TRUE,TRUE,model,8.32,21,63,63,21,0,0,0,PUSH 40 MLOAD PUSH 20 DUP2 PUSH 461bcd PUSH e5 SHL DUP4 MSTORE PUSH 4 ADD MSTORE PUSH 23 PUSH 24 DUP3 ADD MSTORE PUSH 596f7520646f6e27742068617665207065726d697373696f6e20746f20756e6c PUSH 44 DUP3 ADD,21,21,63,63,TRUE,,config3_5_size,0
7115,7115,0x0c9C2e9647f65118EffB3d87C6D025d95845E930_ERC721_run_code_of_0_block_45_0_input,PUSH [tag] 34 PUSH [tag] 63 CALLDATASIZE PUSH 4 PUSH [tag] 64,10,TRUE,TRUE,model,0.12,5,12,14,5,0,0,0,PUSH [tag] 34 PUSH [tag] 63 CALLDATASIZE PUSH 4 PUSH [tag] 64,5,5,12,14,TRUE,,config3_5_size,0
7116,7116,0x7d657Cf5Eb3d26658eC85de8Bf8b5E4d8D40F87C_DONOTBUY_run_code_of_0_block_47_0_input,CALLVALUE DUP1 ISZERO PUSH [tag] 47,10,TRUE,TRUE,model,0.1,4,6,11,4,0,0,1,CALLVALUE CALLVALUE ISZERO PUSH [tag] 47,4,4,6,10,TRUE,,config3_5_size,0
7117,7117,0x1E77fbE7bfe9b11c75b90A76f571dca0C6D70a9a_ePORC_initial_block_34_0_input,PUSH0 NOT PUSH 3 DUP7 SWAP1 SHL SHR NOT AND PUSH 1 DUP6 SWAP1 SHL OR DUP6 SSTORE PUSH [tag] 41,10,TRUE,TRUE,model,84.56,17,21,5047,17,2,2,6,PUSH0 NOT DUP6 PUSH 3 SHL SHR NOT AND DUP5 PUSH 1 SHL OR DUP6 SSTORE PUSH [tag] 41,15,15,19,5041,TRUE,,config3_5_size,2
7120,7120,0x32E6C34Cd57087aBBD59B5A4AECC4cB495924356_BitBase_initial_block_4_5_input,PUSH 6 DUP1 SLOAD PUSH 1 PUSH 1 PUSH a0 SHL SUB NOT AND CALLER SWAP1 DUP2 OR SWAP1 SWAP2,10,TRUE,TRUE,model,2,16,20,2144,16,2,3,7,PUSH 6 DUP1 SLOAD PUSH 1 DUP1 PUSH a0 SHL SUB NOT AND CALLER OR CALLER SWAP2,14,14,17,2137,TRUE,,config3_5_size,3
7122,7122,0x32E6C34Cd57087aBBD59B5A4AECC4cB495924356_ERC20_run_code_of_0_block_57_1_input,SWAP1 SWAP2,10,TRUE,TRUE,model,0.12,2,2,6,2,0,0,0,SWAP1 SWAP2,2,2,2,6,TRUE,,config3_5_size,0
7123,7123,0x62AB956D616C25d7887e685Cf3299fBa8505e34b_SeriumInvesting_run_code_of_0_block_343_0_input,DUP2 DUP2 LT ISZERO PUSH [tag] 434,10,TRUE,TRUE,model,0.19,5,7,15,5,0,0,0,DUP2 DUP2 LT ISZERO PUSH [tag] 434,5,5,7,15,TRUE,,config3_5_size,0
7124,7124,0x1E77fbE7bfe9b11c75b90A76f571dca0C6D70a9a_ePORC_run_code_of_0_block_4_0_input,DUP1 PUSH a9059cbb GT PUSH [tag] 25,10,TRUE,TRUE,model,0.11,4,10,12,4,0,0,0,DUP1 PUSH a9059cbb GT PUSH [tag] 25,4,4,10,12,TRUE,,config3_5_size,0
7125,7125,0x1E77fbE7bfe9b11c75b90A76f571dca0C6D70a9a_ePORC_run_code_of_0_block_230_1_input,DUP3 ADD SWAP3 SWAP1 SWAP3,10,TRUE,TRUE,model,0.11,5,5,15,5,0,0,0,DUP3 SWAP2 SWAP4 SWAP2 ADD,5,5,5,15,TRUE,,config3_5_size,0
7127,7127,0x0c9C2e9647f65118EffB3d87C6D025d95845E930_Rugpull_run_code_of_0_block_339_0_input,DUP2 ISZERO PUSH [tag] 457,10,TRUE,TRUE,model,0.09,3,5,9,3,0,0,0,DUP2 ISZERO PUSH [tag] 457,3,3,5,9,TRUE,,config3_5_size,0
7137,7137,0x6237CeA65f68d9b78586728f4eDa3ddD1C3793bF_PikaFin_run_code_of_0_block_149_0_input,PUSH 40 MLOAD PUSH 461bcd PUSH e5 SHL DUP2 MSTORE PUSH 4 ADD PUSH [tag] 125 SWAP1 PUSH [tag] 126,10,TRUE,TRUE,model,2.02,12,22,36,12,1,1,3,PUSH [tag] 125 PUSH 40 MLOAD PUSH 461bcd PUSH e5 SHL DUP2 MSTORE PUSH 4 ADD PUSH [tag] 126,11,11,21,33,TRUE,,config3_5_size,1
7139,7139,0x7d657Cf5Eb3d26658eC85de8Bf8b5E4d8D40F87C_DONOTBUY_run_code_of_0_block_228_0_input,SWAP1 PUSH [tag] 288,10,TRUE,TRUE,model,0.11,2,4,6,2,0,0,0,SWAP1 PUSH [tag] 288,2,2,4,6,TRUE,,config3_5_size,0
7144,7144,0x5552F868dB969c2e2cB90680257236f25CbEBb4F_EverShib_run_code_of_0_block_285_0_input,CALLVALUE DUP1 ISZERO PUSH [tag] 310,10,TRUE,TRUE,model,0.14,4,6,11,4,0,0,1,CALLVALUE CALLVALUE ISZERO PUSH [tag] 310,4,4,6,10,TRUE,,config3_5_size,0
7145,7145,0x32E6C34Cd57087aBBD59B5A4AECC4cB495924356_TokenRecover_run_code_of_0_block_31_0_input,PUSH 1 PUSH 1 PUSH a0 SHL SUB DUP2 AND PUSH [tag] 53,10,TRUE,TRUE,model,0.25,8,13,24,8,0,1,0,DUP1 PUSH 1 DUP1 PUSH a0 SHL SUB AND PUSH [tag] 53,8,8,12,24,TRUE,,config3_5_size,1
7146,7146,0x5552F868dB969c2e2cB90680257236f25CbEBb4F_EverShib_run_code_of_0_block_45_0_input,DUP1 PUSH 3685d419 GT PUSH [tag] 66,10,TRUE,TRUE,model,0.1,4,10,12,4,0,0,0,DUP1 PUSH 3685d419 GT PUSH [tag] 66,4,4,10,12,TRUE,,config3_5_size,0
7153,7153,0x1d29Bafa88E83a6D8F757DbFAf8BAf7be8fE08Bf_LoveVote_run_code_of_0_block_16_0_input,DUP1 PUSH db481c50 EQ PUSH [tag] 18,10,TRUE,TRUE,model,0.14,4,10,12,4,0,0,0,PUSH db481c50 DUP2 EQ PUSH [tag] 18,4,4,10,12,TRUE,,config3_5_size,0
7154,7154,0x5552F868dB969c2e2cB90680257236f25CbEBb4F_EverShib_run_code_of_0_block_576_0_input,SWAP1 SWAP4 SWAP1 SWAP3 POP SWAP1 POP,10,TRUE,TRUE,model,0.18,7,7,19,7,2,2,6,SWAP3 POP SWAP3 SWAP1 POP,5,5,5,13,TRUE,,config3_5_size,2
7155,7155,0x1d29Bafa88E83a6D8F757DbFAf8BAf7be8fE08Bf_LoveVote_run_code_of_0_block_164_1_input,POP DUP2 ADD SWAP1 PUSH [tag] 227 SWAP2 SWAP1 PUSH [tag] 228,10,TRUE,TRUE,model,0.24,8,12,23,8,2,2,6,POP DUP2 ADD PUSH [tag] 227 SWAP2 PUSH [tag] 228,6,6,10,17,TRUE,,config3_5_size,2
7156,7156,0x62AB956D616C25d7887e685Cf3299fBa8505e34b_SeriumInvesting_run_code_of_0_block_231_0_input,SWAP1 SWAP2 SSTORE POP PUSH [tag] 282 SWAP1 POP TIMESTAMP PUSH 1c20 PUSH [tag] 266,10,TRUE,TRUE,model,0.66,10,16,5024,10,2,2,6,SWAP3 POP POP SSTORE PUSH [tag] 282 TIMESTAMP PUSH 1c20 PUSH [tag] 266,8,8,14,5018,TRUE,,config3_5_size,2
7158,7158,0x0c9C2e9647f65118EffB3d87C6D025d95845E930_Rugpull_run_code_of_0_block_133_0_input,POP PUSH [tag] 47 PUSH [tag] 146 CALLDATASIZE PUSH 4 PUSH [tag] 147,10,TRUE,TRUE,model,0.19,6,13,16,6,0,0,0,POP PUSH [tag] 47 PUSH [tag] 146 CALLDATASIZE PUSH 4 PUSH [tag] 147,6,6,13,16,TRUE,,config3_5_size,0
7160,7160,0x6488216d7aeC6AB3DbE55437704ab7731541a38a_SamuraiFinance_run_code_of_0_block_190_0_input,PUSH0 PUSH 20 DUP3 DUP5 SUB SLT ISZERO PUSH [tag] 289,10,TRUE,TRUE,model,0.19,8,11,23,8,0,0,0,PUSH0 PUSH 20 DUP3 DUP5 SUB SLT ISZERO PUSH [tag] 289,8,8,11,23,TRUE,,config3_5_size,0
7161,7161,0x32E6C34Cd57087aBBD59B5A4AECC4cB495924356_BitBase_run_code_of_0_block_131_0_input,PUSH 6 SLOAD PUSH 40 MLOAD PUSH 1 PUSH 1 PUSH a0 SHL SUB DUP1 DUP5 AND SWAP3 AND SWAP1 PUSH 8be0079c531659141344cd1fd0a4f28419497f9722a3daafe3b4186f6b6457e0 SWAP1 PUSH0 SWAP1,10,TRUE,TRUE,model,69.09,19,56,2153,19,3,4,9,PUSH 6 PUSH 1 DUP1 PUSH a0 SHL SUB DUP1 DUP4 AND SWAP2 SLOAD AND PUSH 8be0079c531659141344cd1fd0a4f28419497f9722a3daafe3b4186f6b6457e0 PUSH0 PUSH 40 MLOAD,16,16,52,2144,TRUE,,config3_5_size,4
7162,7162,0x8CFeA40E059Eb393f49C103EA56C80bF8D2CA20a_GoldFarmFaaS_run_code_of_0_block_98_0_input,CALLVALUE DUP1 ISZERO PUSH [tag] 84,10,TRUE,TRUE,model,0.09,4,6,11,4,0,0,1,CALLVALUE CALLVALUE ISZERO PUSH [tag] 84,4,4,6,10,TRUE,,config3_5_size,0
7163,7163,0x6488216d7aeC6AB3DbE55437704ab7731541a38a_SamuraiFinance_run_code_of_0_block_101_1_input,PUSH e72eaf6addaa195f3c83095031dd08f3a96808dcf047babed1fe4e4f69d6c622 SWAP2 ADD PUSH 40 MLOAD DUP1 SWAP2 SUB SWAP1,10,TRUE,TRUE,model,0.27,9,42,27,9,1,1,3,ADD PUSH 40 MLOAD DUP1 PUSH e72eaf6addaa195f3c83095031dd08f3a96808dcf047babed1fe4e4f69d6c622 SWAP3 SUB SWAP1,8,8,41,24,TRUE,,config3_5_size,1
7167,7167,0x6237CeA65f68d9b78586728f4eDa3ddD1C3793bF_PikaFin_run_code_of_0_block_85_0_input,CALLVALUE DUP1 ISZERO PUSH [tag] 95,10,TRUE,TRUE,model,0.09,4,6,11,4,0,0,1,CALLVALUE CALLVALUE ISZERO PUSH [tag] 95,4,4,6,10,TRUE,,config3_5_size,0
7168,7168,0x0c9C2e9647f65118EffB3d87C6D025d95845E930_ERC721_run_code_of_0_block_91_1_input,SWAP1 DUP4 MSTORE SWAP3 DUP2 SWAP1 KECCAK256 DUP1 SLOAD PUSH ff NOT AND DUP7 ISZERO ISZERO SWAP1 DUP2 OR SWAP1 SWAP2,10,TRUE,FALSE,model,245.83,20,21,2184,20,1,1,3,SWAP4 DUP3 SWAP1 DUP5 SWAP3 DUP9 ISZERO ISZERO SWAP4 MSTORE KECCAK256 DUP1 SLOAD PUSH ff NOT AND DUP3 OR SWAP1,19,19,20,2181,TRUE,,config3_5_size,1
7169,7169,0x5552F868dB969c2e2cB90680257236f25CbEBb4F_EverShib_run_code_of_0_block_308_3_input,SWAP1 KECCAK256 SLOAD SWAP2 SWAP1 PUSH [tag] 346,10,TRUE,TRUE,model,0.14,6,8,2142,6,0,0,0,SWAP1 KECCAK256 SLOAD SWAP2 SWAP1 PUSH [tag] 346,6,6,8,2142,TRUE,,config3_5_size,0
7173,7173,0x5552F868dB969c2e2cB90680257236f25CbEBb4F_EverShib_run_code_of_0_block_506_0_input,POP PUSH 1 PUSH 1 PUSH a0 SHL SUB DUP6 AND PUSH0 SWAP1 DUP2 MSTORE PUSH 8 PUSH 20 MSTORE PUSH 40 SWAP1 KECCAK256 SLOAD PUSH ff AND,10,TRUE,FALSE,model,6.96,21,28,2185,21,1,2,3,PUSH 40 PUSH0 DUP8 PUSH 1 DUP1 PUSH a0 SHL PUSH ff SWAP6 POP SUB AND DUP2 MSTORE PUSH 8 PUSH 20 MSTORE KECCAK256 SLOAD AND,20,20,26,2182,TRUE,,config3_5_size,2
7174,7174,0x32E6C34Cd57087aBBD59B5A4AECC4cB495924356_TokenRecover_run_code_of_0_block_43_0_input,PUSH0 PUSH 20 DUP3 DUP5 SUB SLT ISZERO PUSH [tag] 67,10,TRUE,TRUE,model,0.28,8,11,23,8,0,0,0,PUSH0 PUSH 20 DUP3 DUP5 SUB SLT ISZERO PUSH [tag] 67,8,8,11,23,TRUE,,config3_5_size,0
7179,7179,0x1E77fbE7bfe9b11c75b90A76f571dca0C6D70a9a_ePORC_run_code_of_0_block_97_0_input,PUSH0 PUSH [tag] 148 PUSH [tag] 149,10,TRUE,TRUE,model,0.12,3,7,8,3,0,0,0,PUSH0 PUSH [tag] 148 PUSH [tag] 149,3,3,7,8,TRUE,,config3_5_size,0
7180,7180,0x8CFeA40E059Eb393f49C103EA56C80bF8D2CA20a_GoldFarmFaaS_run_code_of_0_block_577_0_input,PUSH 60 DUP3 SELFBALANCE LT ISZERO PUSH [tag] 731,10,TRUE,TRUE,model,0.2,6,9,20,6,0,0,0,PUSH 60 DUP3 SELFBALANCE LT ISZERO PUSH [tag] 731,6,6,9,20,TRUE,,config3_5_size,0
7183,7183,0x62AB956D616C25d7887e685Cf3299fBa8505e34b_SeriumInvesting_run_code_of_0_block_95_0_input,POP PUSH [tag] 45 PUSH [tag] 107 CALLDATASIZE PUSH 4 PUSH [tag] 108,10,TRUE,TRUE,model,0.19,6,13,16,6,0,0,0,POP PUSH [tag] 45 PUSH [tag] 107 CALLDATASIZE PUSH 4 PUSH [tag] 108,6,6,13,16,TRUE,,config3_5_size,0
7184,7184,0x1d29Bafa88E83a6D8F757DbFAf8BAf7be8fE08Bf_LoveVote_run_code_of_0_block_291_0_input,DUP1 ISZERO ISZERO DUP2 EQ PUSH [tag] 299,10,TRUE,TRUE,model,0.18,6,8,18,6,0,0,0,DUP1 DUP1 ISZERO ISZERO EQ PUSH [tag] 299,6,6,8,18,TRUE,,config3_5_size,0
7185,7185,0x8C3c25474530DF10046f7cDc197571F353F5AcA0_CUPMinter_run_code_of_0_block_96_0_input,PUSH [tag] 41 PUSH [tag] 135 CALLDATASIZE PUSH 4 PUSH [tag] 56,10,TRUE,TRUE,model,0.12,5,12,14,5,0,0,0,PUSH [tag] 41 PUSH [tag] 135 CALLDATASIZE PUSH 4 PUSH [tag] 56,5,5,12,14,TRUE,,config3_5_size,0
7186,7186,0x5552F868dB969c2e2cB90680257236f25CbEBb4F_EverShib_run_code_of_0_block_401_43_input,DUP3 SLOAD DUP1 DUP7 ADD DUP5 SSTORE DUP3 ADD DUP1 SLOAD DUP3 AND PUSH 7100e690554b1c2fd01e8648db88be235c1e6514 OR SWAP1,10,TRUE,TRUE,model,3.17,16,36,7139,16,0,0,0,DUP3 SLOAD DUP1 DUP7 ADD DUP5 SSTORE DUP3 ADD DUP2 DUP2 SLOAD AND PUSH 7100e690554b1c2fd01e8648db88be235c1e6514 OR SWAP1,16,16,36,7139,TRUE,,config3_5_size,0
7188,7188,0x5552F868dB969c2e2cB90680257236f25CbEBb4F_EverShib_run_code_of_0_block_330_0_input,DUP2 SLOAD DUP2 LT PUSH [tag] 381,10,TRUE,TRUE,model,0.17,5,7,2112,5,0,0,0,DUP2 SLOAD DUP2 LT PUSH [tag] 381,5,5,7,2112,TRUE,,config3_5_size,0
7191,7191,0x7d657Cf5Eb3d26658eC85de8Bf8b5E4d8D40F87C_Ownable_run_code_of_0_block_3_0_input,PUSH0 CALLDATALOAD PUSH e0 SHR DUP1 PUSH 715018a6 EQ PUSH [tag] 3,10,TRUE,TRUE,model,0.27,8,15,23,8,0,0,0,PUSH0 CALLDATALOAD PUSH e0 SHR PUSH 715018a6 DUP2 EQ PUSH [tag] 3,8,8,15,23,TRUE,,config3_5_size,0
7192,7192,0x5552F868dB969c2e2cB90680257236f25CbEBb4F_EverShib_run_code_of_0_block_2_0_input,DUP1 PUSH a69df4b5 GT PUSH [tag] 59,10,TRUE,TRUE,model,0.15,4,10,12,4,0,0,0,DUP1 PUSH a69df4b5 GT PUSH [tag] 59,4,4,10,12,TRUE,,config3_5_size,0
7197,7197,0x32E6C34Cd57087aBBD59B5A4AECC4cB495924356_ERC20_run_code_of_0_block_71_1_input,PUSH 6472657373 PUSH d8 SHL PUSH 64 DUP3 ADD,10,TRUE,TRUE,model,0.14,6,13,18,6,0,0,0,PUSH 6472657373 PUSH d8 SHL PUSH 64 DUP3 ADD,6,6,13,18,TRUE,,config3_5_size,0
7198,7198,0x0c9C2e9647f65118EffB3d87C6D025d95845E930_Rugpull_run_code_of_0_block_255_0_input,PUSH 40 MLOAD PUSH 461bcd PUSH e5 SHL DUP2 MSTORE PUSH 20 PUSH 4 DUP3 ADD MSTORE PUSH a PUSH 24 DUP3 ADD MSTORE PUSH 4578636565647320353 PUSH b4 SHL PUSH 44 DUP3 ADD,10,TRUE,TRUE,model,245.74,23,44,69,23,0,0,0,PUSH 40 MLOAD PUSH 4578636565647320353 PUSH 20 DUP3 PUSH 461bcd PUSH e5 SHL DUP2 MSTORE PUSH 4 ADD MSTORE PUSH b4 PUSH a PUSH 24 DUP5 ADD MSTORE SHL PUSH 44 DUP3 ADD,23,23,44,69,TRUE,,config3_5_size,0
7203,7203,0x32E6C34Cd57087aBBD59B5A4AECC4cB495924356_BitBase_run_code_of_0_block_153_0_input,PUSH 40 MLOAD PUSH 461bcd PUSH e5 SHL DUP2 MSTORE PUSH 20 PUSH 4 DUP3 ADD MSTORE PUSH 22 PUSH 24 DUP3 ADD MSTORE PUSH 45524332303a206275726e20616d6f756e7420657863656564732062616c616e PUSH 44 DUP3 ADD,10,TRUE,TRUE,model,7.54,21,63,63,21,0,0,0,PUSH 40 MLOAD PUSH 20 DUP2 PUSH 461bcd PUSH e5 SHL DUP4 MSTORE PUSH 4 ADD MSTORE PUSH 22 PUSH 24 DUP3 ADD MSTORE PUSH 45524332303a206275726e20616d6f756e7420657863656564732062616c616e PUSH 44 DUP3 ADD,21,21,63,63,TRUE,,config3_5_size,0
7205,7205,0x6237CeA65f68d9b78586728f4eDa3ddD1C3793bF_PikaFin_run_code_of_0_block_19_0_input,DUP1 PUSH 6b999053 EQ PUSH [tag] 11,10,TRUE,TRUE,model,0.1,4,10,12,4,0,0,0,PUSH 6b999053 DUP2 EQ PUSH [tag] 11,4,4,10,12,TRUE,,config3_5_size,0
7207,7207,0x1E77fbE7bfe9b11c75b90A76f571dca0C6D70a9a_ePORC_initial_block_4_0_input,POP PUSH a DUP1 SLOAD PUSH ff NOT AND SWAP1 SSTORE CALLVALUE DUP1 ISZERO PUSH [tag] 8,10,TRUE,TRUE,model,5.09,13,17,5031,13,0,0,0,POP CALLVALUE DUP1 PUSH a DUP1 SLOAD PUSH ff NOT AND SWAP1 SSTORE ISZERO PUSH [tag] 8,13,13,17,5031,TRUE,,config3_5_size,0
7211,7211,0x62AB956D616C25d7887e685Cf3299fBa8505e34b_SeriumInvesting_initial_block_7_1_input,PUSH 40 SWAP2 DUP3 ADD PUSH0 SWAP1 DUP2 KECCAK256 DUP1 SLOAD SWAP6 ISZERO ISZERO PUSH ff NOT SWAP7 DUP8 AND OR SWAP1,10,TRUE,FALSE,model,59.61,20,22,2183,20,0,-1,-25,PUSH0 PUSH0 PUSH 40 PUSH 40 SWAP5 ADD PUSH ff NOT SWAP7 ISZERO ISZERO DUP2 PUSH0 KECCAK256 SLOAD DUP9 AND OR SWAP2 KECCAK256,20,20,23,2208,TRUE,,config3_5_size,0
7212,7212,0x6488216d7aeC6AB3DbE55437704ab7731541a38a_ERC20_run_code_of_0_block_60_1_input,SWAP1 SWAP2,10,TRUE,TRUE,model,0.12,2,2,6,2,0,0,0,SWAP1 SWAP2,2,2,2,6,TRUE,,config3_5_size,0
7216,7216,0x1E77fbE7bfe9b11c75b90A76f571dca0C6D70a9a_ePORC_run_code_of_0_block_52_0_input,PUSH [tag] 41 PUSH [tag] 71 CALLDATASIZE PUSH 4 PUSH [tag] 72,10,TRUE,TRUE,model,0.15,5,12,14,5,0,0,0,PUSH [tag] 41 PUSH [tag] 71 CALLDATASIZE PUSH 4 PUSH [tag] 72,5,5,12,14,TRUE,,config3_5_size,0
7217,7217,0x5552F868dB969c2e2cB90680257236f25CbEBb4F_EverShib_run_code_of_0_block_17_0_input,DUP1 PUSH dd467064 EQ PUSH [tag] 49,10,TRUE,TRUE,model,0.1,4,10,12,4,0,0,0,PUSH dd467064 DUP2 EQ PUSH [tag] 49,4,4,10,12,TRUE,,config3_5_size,0
7218,7218,0x0c9C2e9647f65118EffB3d87C6D025d95845E930_ERC721_run_code_of_0_block_90_0_input,PUSH 40 MLOAD PUSH 461bcd PUSH e5 SHL DUP2 MSTORE PUSH 20 PUSH 4 DUP3 ADD MSTORE PUSH 19 PUSH 24 DUP3 ADD MSTORE PUSH 4552433732313a20617070726f766520746f2063616c6c657200000000000000 PUSH 44 DUP3 ADD,10,TRUE,TRUE,model,7.35,21,63,63,21,0,0,0,PUSH 40 MLOAD PUSH 20 DUP2 PUSH 461bcd PUSH e5 SHL DUP4 MSTORE PUSH 4 ADD MSTORE PUSH 19 PUSH 24 DUP3 ADD MSTORE PUSH 4552433732313a20617070726f766520746f2063616c6c657200000000000000 PUSH 44 DUP3 ADD,21,21,63,63,TRUE,,config3_5_size,0
7221,7221,0x6488216d7aeC6AB3DbE55437704ab7731541a38a_ERC20_run_code_of_0_block_77_0_input,PUSH 1 PUSH 1 PUSH a0 SHL SUB DUP1 DUP7 AND PUSH0 SWAP1 DUP2 MSTORE PUSH 20 DUP2 SWAP1 MSTORE PUSH 40 DUP1 DUP3 KECCAK256 SWAP4 SWAP1 SWAP4,10,TRUE,FALSE,model,13.86,23,28,95,23,2,3,7,PUSH 1 PUSH0 PUSH 20 MSTORE DUP1 PUSH a0 SHL SUB PUSH0 PUSH 40 DUP8 DUP4 AND DUP3 MSTORE SWAP3 DUP4 SWAP3 SWAP3 DUP3 KECCAK256,21,21,25,88,TRUE,,config3_5_size,3
7225,7225,0x1E77fbE7bfe9b11c75b90A76f571dca0C6D70a9a_ePORC_run_code_of_0_block_92_3_input,SWAP1 KECCAK256 SLOAD SWAP2 SWAP1 PUSH [tag] 143,10,TRUE,TRUE,model,0.18,6,8,2142,6,0,0,0,SWAP1 KECCAK256 SLOAD SWAP2 SWAP1 PUSH [tag] 143,6,6,8,2142,TRUE,,config3_5_size,0
7226,7226,0x8CFeA40E059Eb393f49C103EA56C80bF8D2CA20a_GoldFarmFaaS_run_code_of_0_block_589_0_input,DUP3 MLOAD ISZERO PUSH [tag] 748,10,TRUE,TRUE,model,0.16,4,6,12,4,0,0,0,DUP3 MLOAD ISZERO PUSH [tag] 748,4,4,6,12,TRUE,,config3_5_size,0
7230,7230,0x7d657Cf5Eb3d26658eC85de8Bf8b5E4d8D40F87C_DONOTBUY_run_code_of_0_block_379_0_input,DUP1 SWAP2 POP POP SWAP3 POP SWAP3 SWAP1 POP,10,TRUE,TRUE,model,0.25,9,9,23,9,3,3,8,SWAP4 POP POP SWAP1 POP SWAP2,6,6,6,15,TRUE,,config3_5_size,3
