,block_id,previous_solution,timeout,solver_time_in_sec,outcome,initial_n_instrs,model_found,shown_optimal,initial_length,saved_length,checker,reason,solution_found,optimized_n_instrs,optimized_length
734,folder7_json_93,"local.set[local_index(0)] local.set[local_index(0)] i32.load[2,3] i32.load8_s[0,0] i32.store16[5,1] local.get[local_index(1)] i32.load8_u[1,0]",10,0.13,optimal,7,True,True,7,0,True,,SET1 SET1 i32.load_2 i32.load8_s_3 i32.store16_4 local.get_0 i32.load8_u_6,7.0,7.0
735,folder13_json_3,"i32.store[3,4] i32.load16_u[2,5] i32.store8[3,0] i32.store16[3,1] i32.load8_u[5,5] local.set[local_index(1)] local.set[local_index(1)] i32.load[4,2] local.get[local_index(1)] local.tee[local_index(1)] i32.load16_u[2,4] local.get[local_index(0)] local.get[local_index(0)]",10,0.46,optimal,13,True,True,13,1,True,,i32.store_0 i32.load16_u_1 i32.store8_2 i32.store16_3 i32.load8_u_4 SET1 SET1 i32.load_7 GET1 i32.load16_u_10 local.get_0 local.get_0,12.0,12.0
736,folder8_json_31,"local.get[local_index(1)] local.set[local_index(1)] i32.store16[1,0] i32.load8_u[3,2] local.get[local_index(1)] local.tee[local_index(1)] i32.store[0,2] local.get[local_index(1)]",10,0.15,optimal,8,True,True,8,3,True,,i32.store16_2 i32.load8_u_3 local.get_0 i32.store_6 local.get_0,5.0,5.0
737,folder12_json_78,"local.get[local_index(1)] i32.load8_s[3,5] local.get[local_index(1)] i32.load8_u[3,5] local.set[local_index(1)] local.get[local_index(0)] call[function_index(0)] i32.load16_u[5,3] local.get[local_index(1)] local.set[local_index(1)] local.tee[local_index(0)] i32.load[5,0]",10,0.24,optimal,12,True,True,12,2,True,,GET2 i32.load8_s_1 GET2 i32.load8_u_3 SET2 GET1 call[function_index(0)]_6 i32.load16_u_7 TEE1 i32.load_11,10.0,10.0
738,folder5_json_59,"local.tee[local_index(1)] i32.load16_s[4,4] call[function_index(0)] i32.const[13] i32.store[3,2]",10,0.09,optimal,5,True,True,5,0,True,,TEE1 i32.load16_s_1 call[function_index(0)]_2 i32.const_0 i32.store_4,5.0,5.0
739,folder8_json_25,"i32.load8_s[3,4] local.set[local_index(1)] i32.load[5,0] local.tee[local_index(1)] local.get[local_index(0)] local.set[local_index(1)] local.tee[local_index(1)] local.tee[local_index(1)]",10,0.07,optimal,8,True,True,8,4,True,,i32.load8_s_0 SET1 i32.load_2 TEE1,4.0,4.0
740,folder4_json_3,"i32.store16[3,5] i32.load16_s[0,1] i32.load[2,0] i32.store8[4,3]",10,0.07,optimal,4,True,True,4,0,True,,i32.store16_0 i32.load16_s_1 i32.load_2 i32.store8_3,4.0,4.0
741,folder5_json_71,"local.set[local_index(0)] i32.const[73] i32.load[3,1] call[function_index(0)] local.tee[local_index(0)]",10,0.08,optimal,5,True,True,5,0,True,,SET1 i32.const_0 i32.load_2 call[function_index(0)]_3 TEE1,5.0,5.0
742,folder12_json_44,"i32.const[18] i32.load8_s[0,4] local.set[local_index(1)] local.tee[local_index(0)] i32.load8_s[4,1] i32.load16_s[4,0] local.set[local_index(1)] local.set[local_index(1)] local.get[local_index(1)] i32.store[2,1] call[function_index(0)] i32.add",10,0.53,optimal,12,True,True,12,1,True,,i32.const_0 i32.load8_s_1 SET2 TEE1 i32.load8_s_4 i32.load16_s_5 SET3 TEE2 i32.store_9 call[function_index(0)]_10 i32.add_0,11.0,11.0
743,folder8_json_19,"local.tee[local_index(1)] i32.const[70] local.get[local_index(0)] i32.const[52] i32.load[0,2] local.tee[local_index(1)] i32.const[56] local.get[local_index(1)]",10,0.2,optimal,8,True,True,8,1,True,,i32.const_1 local.get_0 i32.const_2 i32.load_4 TEE1 i32.const_0 GET1,7.0,7.0
744,folder5_json_65,"local.get[local_index(1)] i32.load16_s[1,0] call[function_index(0)] i32.load8_u[3,5] local.set[local_index(0)]",10,0.09,optimal,5,True,True,5,0,True,,local.get_0 i32.load16_s_1 call[function_index(0)]_2 i32.load8_u_3 SET1,5.0,5.0
745,folder12_json_50,"i32.store[0,2] local.set[local_index(1)] i32.load8_s[4,1] i32.const[83] i32.const[18] i32.const[4] local.set[local_index(1)] i32.load8_s[3,3] i32.load16_u[2,0] i32.load16_u[4,4] local.set[local_index(0)] call[function_index(0)]",10,0.46,optimal,12,True,True,12,0,True,,i32.store_0 i32.const_1 i32.load8_s_7 i32.load16_u_8 i32.load16_u_9 i32.const_2 SET2 SET1 SET3 i32.load8_s_2 i32.const_0 call[function_index(0)]_11,12.0,12.0
